"","study_title","sequence_accession_number","primary_id","organism","run_id","library_strategy","library_source","library_selection","sample_name"
"453","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416162","SRP186729","bioreactor metagenome","SRR8617095","AMPLICON","OTHER","PCR","CC_HPR3D4"
"454","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416161","SRP186729","bioreactor metagenome","SRR8617096","AMPLICON","OTHER","PCR","CC_HFR2D28"
"455","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416160","SRP186729","bioreactor metagenome","SRR8617097","AMPLICON","OTHER","PCR","CC_HFR2D4"
"456","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416159","SRP186729","bioreactor metagenome","SRR8617098","AMPLICON","OTHER","PCR","CC_HFR2D20"
"457","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416158","SRP186729","bioreactor metagenome","SRR8617099","AMPLICON","OTHER","PCR","CC_HFR2D22"
"458","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416157","SRP186729","bioreactor metagenome","SRR8617100","AMPLICON","OTHER","PCR","CC_HFR2D24"
"459","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416156","SRP186729","bioreactor metagenome","SRR8617101","AMPLICON","OTHER","PCR","CC_HFR2D26"
"460","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416155","SRP186729","bioreactor metagenome","SRR8617102","AMPLICON","OTHER","PCR","CC_HFR2D14"
"461","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416154","SRP186729","bioreactor metagenome","SRR8617103","AMPLICON","OTHER","PCR","CC_HFR2D16"
"462","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416153","SRP186729","bioreactor metagenome","SRR8617104","AMPLICON","OTHER","PCR","CC_HFR2D18"
"463","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416152","SRP186729","bioreactor metagenome","SRR8617105","AMPLICON","OTHER","PCR","CC_HFR2D2"
"464","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416151","SRP186729","bioreactor metagenome","SRR8617106","AMPLICON","OTHER","PCR","CC_HFR1D14"
"465","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416150","SRP186729","bioreactor metagenome","SRR8617107","AMPLICON","OTHER","PCR","CC_HFR1D16"
"466","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416149","SRP186729","bioreactor metagenome","SRR8617108","AMPLICON","OTHER","PCR","CC_HFR1D10"
"467","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416148","SRP186729","bioreactor metagenome","SRR8617109","AMPLICON","OTHER","PCR","CC_HFR1D12"
"468","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416147","SRP186729","bioreactor metagenome","SRR8617110","AMPLICON","OTHER","PCR","AC_HPR3D6"
"469","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416146","SRP186729","bioreactor metagenome","SRR8617111","AMPLICON","OTHER","PCR","AC_HPR3D8"
"470","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416145","SRP186729","bioreactor metagenome","SRR8617112","AMPLICON","OTHER","PCR","AC_HPR3D28"
"471","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416144","SRP186729","bioreactor metagenome","SRR8617113","AMPLICON","OTHER","PCR","AC_HPR3D4"
"472","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416143","SRP186729","bioreactor metagenome","SRR8617114","AMPLICON","OTHER","PCR","CC_HFR1D18"
"473","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416142","SRP186729","bioreactor metagenome","SRR8617115","AMPLICON","OTHER","PCR","CC_HFR1D2"
"474","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416141","SRP186729","bioreactor metagenome","SRR8617116","AMPLICON","OTHER","PCR","CC_HFR3D22"
"475","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416140","SRP186729","bioreactor metagenome","SRR8617117","AMPLICON","OTHER","PCR","CC_HFR3D20"
"476","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416139","SRP186729","bioreactor metagenome","SRR8617118","AMPLICON","OTHER","PCR","CC_HFR3D12"
"477","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416138","SRP186729","bioreactor metagenome","SRR8617119","AMPLICON","OTHER","PCR","CC_HFR3D10"
"478","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416137","SRP186729","bioreactor metagenome","SRR8617120","AMPLICON","OTHER","PCR","CC_HFR2D8"
"479","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416136","SRP186729","bioreactor metagenome","SRR8617121","AMPLICON","OTHER","PCR","CC_HFR2D6"
"480","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416135","SRP186729","bioreactor metagenome","SRR8617122","AMPLICON","OTHER","PCR","CC_HFR3D2"
"481","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416134","SRP186729","bioreactor metagenome","SRR8617123","AMPLICON","OTHER","PCR","CC_HFR3D18"
"482","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416133","SRP186729","bioreactor metagenome","SRR8617124","AMPLICON","OTHER","PCR","CC_HFR3D16"
"483","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416132","SRP186729","bioreactor metagenome","SRR8617125","AMPLICON","OTHER","PCR","CC_HFR3D14"
"484","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416131","SRP186729","bioreactor metagenome","SRR8617126","AMPLICON","OTHER","PCR","AC_HPR3D26"
"485","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416130","SRP186729","bioreactor metagenome","SRR8617127","AMPLICON","OTHER","PCR","AC_HPR3D24"
"486","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416129","SRP186729","bioreactor metagenome","SRR8617128","AMPLICON","OTHER","PCR","AC_HPR3D16"
"487","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416128","SRP186729","bioreactor metagenome","SRR8617129","AMPLICON","OTHER","PCR","AC_HPR3D14"
"488","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416127","SRP186729","bioreactor metagenome","SRR8617130","AMPLICON","OTHER","PCR","AC_HPR3D12"
"489","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416126","SRP186729","bioreactor metagenome","SRR8617131","AMPLICON","OTHER","PCR","AC_HPR3D10"
"490","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416125","SRP186729","bioreactor metagenome","SRR8617132","AMPLICON","OTHER","PCR","AC_HPR3D22"
"491","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416124","SRP186729","bioreactor metagenome","SRR8617133","AMPLICON","OTHER","PCR","AC_HPR3D20"
"492","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416123","SRP186729","bioreactor metagenome","SRR8617134","AMPLICON","OTHER","PCR","AC_HPR3D2"
"493","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416122","SRP186729","bioreactor metagenome","SRR8617135","AMPLICON","OTHER","PCR","AC_HPR3D18"
"494","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416121","SRP186729","bioreactor metagenome","SRR8617136","AMPLICON","OTHER","PCR","CC_HPR1D10"
"495","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416120","SRP186729","bioreactor metagenome","SRR8617137","AMPLICON","OTHER","PCR","CC_HPR1D12"
"496","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416119","SRP186729","bioreactor metagenome","SRR8617138","AMPLICON","OTHER","PCR","CC_HFR3D6"
"497","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416118","SRP186729","bioreactor metagenome","SRR8617139","AMPLICON","OTHER","PCR","CC_HFR3D8"
"498","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416117","SRP186729","bioreactor metagenome","SRR8617140","AMPLICON","OTHER","PCR","CC_HFR3D28"
"499","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416116","SRP186729","bioreactor metagenome","SRR8617141","AMPLICON","OTHER","PCR","CC_HFR3D4"
"500","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416115","SRP186729","bioreactor metagenome","SRR8617142","AMPLICON","OTHER","PCR","CC_HFR3D24"
"501","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416114","SRP186729","bioreactor metagenome","SRR8617143","AMPLICON","OTHER","PCR","CC_HFR3D26"
"502","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416113","SRP186729","bioreactor metagenome","SRR8617144","AMPLICON","OTHER","PCR","CC_HPR1D14"
"503","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416112","SRP186729","bioreactor metagenome","SRR8617145","AMPLICON","OTHER","PCR","CC_HPR1D16"
"504","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416111","SRP186729","bioreactor metagenome","SRR8617146","AMPLICON","OTHER","PCR","AC_HPR2D24"
"505","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416110","SRP186729","bioreactor metagenome","SRR8617147","AMPLICON","OTHER","PCR","AC_HPR2D26"
"506","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416109","SRP186729","bioreactor metagenome","SRR8617148","AMPLICON","OTHER","PCR","AC_HPR2D28"
"507","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416108","SRP186729","bioreactor metagenome","SRR8617149","AMPLICON","OTHER","PCR","AC_HPR2D4"
"508","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416107","SRP186729","bioreactor metagenome","SRR8617150","AMPLICON","OTHER","PCR","AC_HPR2D18"
"509","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416106","SRP186729","bioreactor metagenome","SRR8617151","AMPLICON","OTHER","PCR","AC_HPR2D2"
"510","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416105","SRP186729","bioreactor metagenome","SRR8617152","AMPLICON","OTHER","PCR","AC_HPR2D20"
"511","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416104","SRP186729","bioreactor metagenome","SRR8617153","AMPLICON","OTHER","PCR","AC_HPR2D22"
"512","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416103","SRP186729","bioreactor metagenome","SRR8617154","AMPLICON","OTHER","PCR","AC_HPR2D6"
"513","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416102","SRP186729","bioreactor metagenome","SRR8617155","AMPLICON","OTHER","PCR","AC_HPR2D8"
"514","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416101","SRP186729","bioreactor metagenome","SRR8617156","AMPLICON","OTHER","PCR","CC_HPR1D26"
"515","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416100","SRP186729","bioreactor metagenome","SRR8617157","AMPLICON","OTHER","PCR","CC_HPR1D24"
"516","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416099","SRP186729","bioreactor metagenome","SRR8617158","AMPLICON","OTHER","PCR","CC_HPR1D4"
"517","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416098","SRP186729","bioreactor metagenome","SRR8617159","AMPLICON","OTHER","PCR","CC_HPR1D28"
"518","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416097","SRP186729","bioreactor metagenome","SRR8617160","AMPLICON","OTHER","PCR","CC_HPR1D2"
"519","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416096","SRP186729","bioreactor metagenome","SRR8617161","AMPLICON","OTHER","PCR","CC_HPR1D18"
"520","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416095","SRP186729","bioreactor metagenome","SRR8617162","AMPLICON","OTHER","PCR","CC_HPR1D22"
"521","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416094","SRP186729","bioreactor metagenome","SRR8617163","AMPLICON","OTHER","PCR","CC_HPR1D20"
"522","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416093","SRP186729","bioreactor metagenome","SRR8617164","AMPLICON","OTHER","PCR","CC_HPR1D8"
"523","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416092","SRP186729","bioreactor metagenome","SRR8617165","AMPLICON","OTHER","PCR","CC_HPR1D6"
"524","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416091","SRP186729","bioreactor metagenome","SRR8617166","AMPLICON","OTHER","PCR","AC_HPR1D26"
"525","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416090","SRP186729","bioreactor metagenome","SRR8617167","AMPLICON","OTHER","PCR","AC_HPR1D24"
"526","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416089","SRP186729","bioreactor metagenome","SRR8617168","AMPLICON","OTHER","PCR","AC_HPR1D4"
"527","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416088","SRP186729","bioreactor metagenome","SRR8617169","AMPLICON","OTHER","PCR","AC_HPR1D28"
"528","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416087","SRP186729","bioreactor metagenome","SRR8617170","AMPLICON","OTHER","PCR","AC_HPR1D8"
"529","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416086","SRP186729","bioreactor metagenome","SRR8617171","AMPLICON","OTHER","PCR","AC_HPR1D6"
"530","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416085","SRP186729","bioreactor metagenome","SRR8617172","AMPLICON","OTHER","PCR","AC_HPR2D12"
"531","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416084","SRP186729","bioreactor metagenome","SRR8617173","AMPLICON","OTHER","PCR","AC_HPR2D10"
"532","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416083","SRP186729","bioreactor metagenome","SRR8617174","AMPLICON","OTHER","PCR","AC_HPR2D16"
"533","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416082","SRP186729","bioreactor metagenome","SRR8617175","AMPLICON","OTHER","PCR","AC_HPR2D14"
"534","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416081","SRP186729","bioreactor metagenome","SRR8617176","AMPLICON","OTHER","PCR","CC_HPR2D10"
"535","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416080","SRP186729","bioreactor metagenome","SRR8617177","AMPLICON","OTHER","PCR","CC_HPR2D12"
"536","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416079","SRP186729","bioreactor metagenome","SRR8617178","AMPLICON","OTHER","PCR","CC_HPR2D14"
"537","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416078","SRP186729","bioreactor metagenome","SRR8617179","AMPLICON","OTHER","PCR","CC_HPR2D16"
"538","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416077","SRP186729","bioreactor metagenome","SRR8617180","AMPLICON","OTHER","PCR","CC_HPR2D18"
"539","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416076","SRP186729","bioreactor metagenome","SRR8617181","AMPLICON","OTHER","PCR","CC_HPR2D2"
"540","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416075","SRP186729","bioreactor metagenome","SRR8617182","AMPLICON","OTHER","PCR","CC_HPR2D20"
"541","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416074","SRP186729","bioreactor metagenome","SRR8617183","AMPLICON","OTHER","PCR","CC_HPR2D22"
"542","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416073","SRP186729","bioreactor metagenome","SRR8617184","AMPLICON","OTHER","PCR","CC_HPR2D24"
"543","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416072","SRP186729","bioreactor metagenome","SRR8617185","AMPLICON","OTHER","PCR","CC_HPR2D26"
"544","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416071","SRP186729","bioreactor metagenome","SRR8617186","AMPLICON","OTHER","PCR","AC_HPR1D10"
"545","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416070","SRP186729","bioreactor metagenome","SRR8617187","AMPLICON","OTHER","PCR","AC_HPR1D12"
"546","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416069","SRP186729","bioreactor metagenome","SRR8617188","AMPLICON","OTHER","PCR","AC_HFR3D6"
"547","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416068","SRP186729","bioreactor metagenome","SRR8617189","AMPLICON","OTHER","PCR","AC_HFR3D8"
"548","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416067","SRP186729","bioreactor metagenome","SRR8617190","AMPLICON","OTHER","PCR","AC_HPR1D18"
"549","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416066","SRP186729","bioreactor metagenome","SRR8617191","AMPLICON","OTHER","PCR","AC_HPR1D2"
"550","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416065","SRP186729","bioreactor metagenome","SRR8617192","AMPLICON","OTHER","PCR","AC_HPR1D14"
"551","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416064","SRP186729","bioreactor metagenome","SRR8617193","AMPLICON","OTHER","PCR","AC_HPR1D16"
"552","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416063","SRP186729","bioreactor metagenome","SRR8617194","AMPLICON","OTHER","PCR","AC_HPR1D20"
"553","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416062","SRP186729","bioreactor metagenome","SRR8617195","AMPLICON","OTHER","PCR","AC_HPR1D22"
"554","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416061","SRP186729","bioreactor metagenome","SRR8617196","AMPLICON","OTHER","PCR","CC_HFR2D12"
"555","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416060","SRP186729","bioreactor metagenome","SRR8617197","AMPLICON","OTHER","PCR","CC_HFR2D10"
"556","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416059","SRP186729","bioreactor metagenome","SRR8617198","AMPLICON","OTHER","PCR","AC_HFR3D26"
"557","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416058","SRP186729","bioreactor metagenome","SRR8617199","AMPLICON","OTHER","PCR","AC_HFR3D24"
"558","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416057","SRP186729","bioreactor metagenome","SRR8617200","AMPLICON","OTHER","PCR","AC_HFR3D22"
"559","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416056","SRP186729","bioreactor metagenome","SRR8617201","AMPLICON","OTHER","PCR","AC_HFR3D20"
"560","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416055","SRP186729","bioreactor metagenome","SRR8617202","AMPLICON","OTHER","PCR","AC_HFR3D2"
"561","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416054","SRP186729","bioreactor metagenome","SRR8617203","AMPLICON","OTHER","PCR","AC_HFR3D18"
"562","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416053","SRP186729","bioreactor metagenome","SRR8617204","AMPLICON","OTHER","PCR","AC_HFR3D16"
"563","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416052","SRP186729","bioreactor metagenome","SRR8617205","AMPLICON","OTHER","PCR","AC_HFR3D14"
"564","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416051","SRP186729","bioreactor metagenome","SRR8617206","AMPLICON","OTHER","PCR","AC_HFR3D4"
"565","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416050","SRP186729","bioreactor metagenome","SRR8617207","AMPLICON","OTHER","PCR","AC_HFR3D28"
"566","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416049","SRP186729","bioreactor metagenome","SRR8617208","AMPLICON","OTHER","PCR","AC_HFR1D22"
"567","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416048","SRP186729","bioreactor metagenome","SRR8617209","AMPLICON","OTHER","PCR","AC_HFR1D20"
"568","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416047","SRP186729","bioreactor metagenome","SRR8617210","AMPLICON","OTHER","PCR","AC_HFR1D2"
"569","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416046","SRP186729","bioreactor metagenome","SRR8617211","AMPLICON","OTHER","PCR","AC_HFR1D18"
"570","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416045","SRP186729","bioreactor metagenome","SRR8617212","AMPLICON","OTHER","PCR","AC_HFR1D16"
"571","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416044","SRP186729","bioreactor metagenome","SRR8617213","AMPLICON","OTHER","PCR","AC_HFR1D14"
"572","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416043","SRP186729","bioreactor metagenome","SRR8617214","AMPLICON","OTHER","PCR","AC_HFR1D12"
"573","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416042","SRP186729","bioreactor metagenome","SRR8617215","AMPLICON","OTHER","PCR","AC_HFR1D10"
"574","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416041","SRP186729","bioreactor metagenome","SRR8617216","AMPLICON","OTHER","PCR","AC_HFR1D26"
"575","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416040","SRP186729","bioreactor metagenome","SRR8617217","AMPLICON","OTHER","PCR","AC_HFR1D24"
"576","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416039","SRP186729","bioreactor metagenome","SRR8617218","AMPLICON","OTHER","PCR","AC_HFR2D20"
"577","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416038","SRP186729","bioreactor metagenome","SRR8617219","AMPLICON","OTHER","PCR","AC_HFR2D22"
"578","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416037","SRP186729","bioreactor metagenome","SRR8617220","AMPLICON","OTHER","PCR","AC_HFR2D24"
"579","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416036","SRP186729","bioreactor metagenome","SRR8617221","AMPLICON","OTHER","PCR","AC_HFR2D26"
"580","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416035","SRP186729","bioreactor metagenome","SRR8617222","AMPLICON","OTHER","PCR","AC_HFR2D28"
"581","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416034","SRP186729","bioreactor metagenome","SRR8617223","AMPLICON","OTHER","PCR","AC_HFR2D4"
"582","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416033","SRP186729","bioreactor metagenome","SRR8617224","AMPLICON","OTHER","PCR","AC_HFR2D6"
"583","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416032","SRP186729","bioreactor metagenome","SRR8617225","AMPLICON","OTHER","PCR","AC_HFR2D8"
"584","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416031","SRP186729","bioreactor metagenome","SRR8617226","AMPLICON","OTHER","PCR","AC_HFR3D10"
"585","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416030","SRP186729","bioreactor metagenome","SRR8617227","AMPLICON","OTHER","PCR","AC_HFR3D12"
"586","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416029","SRP186729","bioreactor metagenome","SRR8617228","AMPLICON","OTHER","PCR","CC_HPR3D2"
"587","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416028","SRP186729","bioreactor metagenome","SRR8617229","AMPLICON","OTHER","PCR","CC_HPR3D18"
"588","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416027","SRP186729","bioreactor metagenome","SRR8617230","AMPLICON","OTHER","PCR","CC_HPR3D16"
"589","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416026","SRP186729","bioreactor metagenome","SRR8617231","AMPLICON","OTHER","PCR","CC_HPR3D14"
"590","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416025","SRP186729","bioreactor metagenome","SRR8617232","AMPLICON","OTHER","PCR","CC_HPR3D12"
"591","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416024","SRP186729","bioreactor metagenome","SRR8617233","AMPLICON","OTHER","PCR","CC_HPR3D10"
"592","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416023","SRP186729","bioreactor metagenome","SRR8617234","AMPLICON","OTHER","PCR","CC_HPR2D8"
"593","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416022","SRP186729","bioreactor metagenome","SRR8617235","AMPLICON","OTHER","PCR","CC_HPR2D6"
"594","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416021","SRP186729","bioreactor metagenome","SRR8617236","AMPLICON","OTHER","PCR","CC_HPR2D4"
"595","Drivers of human gut microbial community assembly: Coadaptation, determinism and stochasticity","SRX5416020","SRP186729","bioreactor metagenome","SRR8617237","AMPLICON","OTHER","PCR","CC_HPR2D28"
"596","Effect of subinhibitory concentration of ampicillin on human gut microbiota in vitro","SRX4134308","SRP149152","mouse gut metagenome","SRR7227799","WGS","METAGENOMIC","PCR","6t0"
"597","Effect of subinhibitory concentration of ampicillin on human gut microbiota in vitro","SRX4134307","SRP149152","mouse gut metagenome","SRR7227800","WGS","METAGENOMIC","PCR","6SS1"
"598","Effect of subinhibitory concentration of ampicillin on human gut microbiota in vitro","SRX4134306","SRP149152","mouse gut metagenome","SRR7227801","WGS","METAGENOMIC","PCR","5t0"
"599","Effect of subinhibitory concentration of ampicillin on human gut microbiota in vitro","SRX4134305","SRP149152","mouse gut metagenome","SRR7227802","WGS","METAGENOMIC","PCR","5SS1"
"600","Effect of subinhibitory concentration of ampicillin on human gut microbiota in vitro","SRX4134304","SRP149152","mouse gut metagenome","SRR7227803","WGS","METAGENOMIC","PCR","6A2"
"601","Effect of subinhibitory concentration of ampicillin on human gut microbiota in vitro","SRX4134303","SRP149152","mouse gut metagenome","SRR7227804","WGS","METAGENOMIC","PCR","6A1"
"602","Effect of subinhibitory concentration of ampicillin on human gut microbiota in vitro","SRX4134302","SRP149152","mouse gut metagenome","SRR7227805","WGS","METAGENOMIC","PCR","6A5"
