"","primary_id","study_title","sequence_accession_number","run_id","sample_name","bioreactor_model","donor","include_study","reason","fecalSampleSequence","bioreactor_type","ndonor_type","country_donor","continent","predigestion","stage","stages","working_volume_mL","pH_ac","pH_tc","pH_dc","stirring_speed_rpm","total_retention_time_h","treatment","external_microorganism","flushing_gas","CO2_.","N2_.","H2_.","region_16S","media_based_on","vitamins","peptone","yeast_extract","NaHCO3","CaCl2","pectin","xylan","arabinogalactan","starch","casein","inulin","NaCl","K2HPO4","NaH2PO4","KH2PO4","MgSO4","hemin","menadione","bile_salts_oxgall","L_cysteine","mucin","glucose","pancreatin","cellobiose","lactose","whey_proteins_lactalbumin","HEPES","guanine","inosine","thymidine","xanthine","choline_chloride","ascorbic_acid","lipoic_acid","histidine","resazurin","aminoacid_mix","trace_mineral_supplement","cellulose","bacto_tryptone","XOS","Tween_80","KCL","MgCl2","FeSO4","MnCl2","CoSO4","CuSO4","ZnSO4","NiCl2","Xylitol","Rice","popcorn","whey_protein","arabic_gum","guar_gum","polyoxyethylene","digested_milk_fragments","maltose","bile","buffer","carbon","cofactor","enzyme","glycoprotein","micronutrient","nitrogen","nucleic.acid","redox","salt","surfactant","vitamin","CNratio","include_sample","sample_name_other","reason_sample_exclusion"
"362","ERP114897","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERX3351936","ERR3327220","SAMEA5613041","polyferms_Pham_et_al_2019","FFInfant","yes","OK","no(exclude TR2,T3-fermentation2, TR4)","polyferms","2_individual","Switzerland","Europe","no","1","ac",200,"6",NA,NA,180,5,"pH_donor_lactate_LUB","E. limosum + P. avidum ","CO2",0,100,0,"V3_V4","6-month-old infants","yes",0.5,2.5,1.5,0.075,0,0,0,0,0.5,0,4.5,0,0,0.5,0.61,0.01,0,0.05,0.8,4,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,4.5,0,0.0027,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0.05,2,8.9,0.01,0,4,0.6877,10.4,0,0,9,1,0,0.9,"yes",NA,NA
"363","ERP114897","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERX3351935","ERR3327219","SAMEA5613040","polyferms_Pham_et_al_2019","FFInfant","yes","OK","no(exclude TR2,T3-fermentation2, TR4)","polyferms","2_individual","Switzerland","Europe","no","1","ac",200,"6",NA,NA,180,5,"pH_donor_lactate_LUB","E. limosum + P. avidum ","CO2",0,100,0,"V3_V4","6-month-old infants","yes",0.5,2.5,1.5,0.075,0,0,0,0,0.5,0,4.5,0,0,0.5,0.61,0.01,0,0.05,0.8,4,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,4.5,0,0.0027,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0.05,2,8.9,0.01,0,4,0.6877,10.4,0,0,9,1,0,0.9,"no","TR4","external bacteria"
"364","ERP114897","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERX3351934","ERR3327218","SAMEA5613039","polyferms_Pham_et_al_2019","FFInfant","yes","OK","no(exclude TR2,T3-fermentation2, TR4)","polyferms","2_individual","Switzerland","Europe","no","1","ac",200,"6",NA,NA,180,5,"pH_donor_lactate_LUB","E. limosum + P. avidum ","CO2",0,100,0,"V3_V4","6-month-old infants","yes",0.5,2.5,1.5,0.075,0,0,0,0,0.5,0,4.5,0,0,0.5,0.61,0.01,0,0.05,0.8,4,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,4.5,0,0.0027,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0.05,2,8.9,0.01,0,4,0.6877,10.4,0,0,9,1,0,0.9,"no","TR2","external bacteria"
"365","ERP114897","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERX3351933","ERR3327217","SAMEA5613038","polyferms_Pham_et_al_2019","FFInfant","yes","OK","no(exclude TR2,T3-fermentation2, TR4)","polyferms","2_individual","Switzerland","Europe","no","1","ac",200,"6",NA,NA,180,5,"pH_donor_lactate_LUB","E. limosum + P. avidum ","CO2",0,100,0,"V3_V4","6-month-old infants","yes",0.5,2.5,1.5,0.075,0,0,0,0,0.5,0,4.5,0,0,0.5,0.61,0.01,0,0.05,0.8,4,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,4.5,0,0.0027,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0.05,2,8.9,0.01,0,4,0.6877,10.4,0,0,9,1,0,0.9,"yes",NA,NA
"366","ERP114897","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERX3351932","ERR3327216","SAMEA5613037","polyferms_Pham_et_al_2019","FFInfant","yes","OK","no(exclude TR2,T3-fermentation2, TR4)","polyferms","2_individual","Switzerland","Europe","no","1","ac",200,"6",NA,NA,180,5,"pH_donor_lactate_LUB","E. limosum + P. avidum ","CO2",0,100,0,"V3_V4","6-month-old infants","yes",0.5,2.5,1.5,0.075,0,0,0,0,0.5,0,4.5,0,0,0.5,0.61,0.01,0,0.05,0.8,4,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,4.5,0,0.0027,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0.05,2,8.9,0.01,0,4,0.6877,10.4,0,0,9,1,0,0.9,"no","TR4","external bacteria"
"367","ERP114897","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERX3351931","ERR3327215","SAMEA5613036","polyferms_Pham_et_al_2019","FFInfant","yes","OK","no(exclude TR2,T3-fermentation2, TR4)","polyferms","2_individual","Switzerland","Europe","no","1","ac",200,"6",NA,NA,180,5,"pH_donor_lactate_LUB","E. limosum + P. avidum ","CO2",0,100,0,"V3_V4","6-month-old infants","yes",0.5,2.5,1.5,0.075,0,0,0,0,0.5,0,4.5,0,0,0.5,0.61,0.01,0,0.05,0.8,4,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,4.5,0,0.0027,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0.05,2,8.9,0.01,0,4,0.6877,10.4,0,0,9,1,0,0.9,"no","TR2","external bacteria"
"368","ERP114897","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERX3351930","ERR3327214","SAMEA5613035","polyferms_Pham_et_al_2019","FFInfant","yes","OK","no(exclude TR2,T3-fermentation2, TR4)","polyferms","2_individual","Switzerland","Europe","no","1","ac",200,"6",NA,NA,180,5,"pH_donor_lactate_LUB","E. limosum + P. avidum ","CO2",0,100,0,"V3_V4","6-month-old infants","yes",0.5,2.5,1.5,0.075,0,0,0,0,0.5,0,4.5,0,0,0.5,0.61,0.01,0,0.05,0.8,4,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,4.5,0,0.0027,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0.05,2,8.9,0.01,0,4,0.6877,10.4,0,0,9,1,0,0.9,"yes",NA,NA
"369","ERP114897","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERX3351929","ERR3327213","SAMEA5613034","polyferms_Pham_et_al_2019","FFInfant","yes","OK","no(exclude TR2,T3-fermentation2, TR4)","polyferms","2_individual","Switzerland","Europe","no","1","ac",200,"6",NA,NA,180,5,"pH_donor_lactate_LUB","E. limosum + P. avidum ","CO2",0,100,0,"V3_V4","6-month-old infants","yes",0.5,2.5,1.5,0.075,0,0,0,0,0.5,0,4.5,0,0,0.5,0.61,0.01,0,0.05,0.8,4,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,4.5,0,0.0027,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0.05,2,8.9,0.01,0,4,0.6877,10.4,0,0,9,1,0,0.9,"yes",NA,NA
"370","ERP114897","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERX3351928","ERR3327212","SAMEA5613033","polyferms_Pham_et_al_2019","FFInfant","yes","OK","no(exclude TR2,T3-fermentation2, TR4)","polyferms","2_individual","Switzerland","Europe","no","1","ac",200,"6",NA,NA,180,5,"pH_donor_lactate_LUB","E. limosum + P. avidum ","CO2",0,100,0,"V3_V4","6-month-old infants","yes",0.5,2.5,1.5,0.075,0,0,0,0,0.5,0,4.5,0,0,0.5,0.61,0.01,0,0.05,0.8,4,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,4.5,0,0.0027,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0.05,2,8.9,0.01,0,4,0.6877,10.4,0,0,9,1,0,0.9,"no","TR4","external bacteria"
"371","ERP114897","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERX3351927","ERR3327211","SAMEA5613032","polyferms_Pham_et_al_2019","FFInfant","yes","OK","no(exclude TR2,T3-fermentation2, TR4)","polyferms","2_individual","Switzerland","Europe","no","1","ac",200,"6",NA,NA,180,5,"pH_donor_lactate_LUB","E. limosum + P. avidum ","CO2",0,100,0,"V3_V4","6-month-old infants","yes",0.5,2.5,1.5,0.075,0,0,0,0,0.5,0,4.5,0,0,0.5,0.61,0.01,0,0.05,0.8,4,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,4.5,0,0.0027,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0.05,2,8.9,0.01,0,4,0.6877,10.4,0,0,9,1,0,0.9,"no","TR2","external bacteria"
"372","ERP114897","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERX3351926","ERR3327210","SAMEA5613031","polyferms_Pham_et_al_2019","FFInfant","yes","OK","no(exclude TR2,T3-fermentation2, TR4)","polyferms","2_individual","Switzerland","Europe","no","1","ac",200,"6",NA,NA,180,5,"pH_donor_lactate_LUB","E. limosum + P. avidum ","CO2",0,100,0,"V3_V4","6-month-old infants","yes",0.5,2.5,1.5,0.075,0,0,0,0,0.5,0,4.5,0,0,0.5,0.61,0.01,0,0.05,0.8,4,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,4.5,0,0.0027,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0.05,2,8.9,0.01,0,4,0.6877,10.4,0,0,9,1,0,0.9,"yes",NA,NA
"373","ERP114897","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERX3351925","ERR3327209","SAMEA5613030","polyferms_Pham_et_al_2019","FFInfant","yes","OK","no(exclude TR2,T3-fermentation2, TR4)","polyferms","2_individual","Switzerland","Europe","no","1","ac",200,"6",NA,NA,180,5,"pH_donor_lactate_LUB","E. limosum + P. avidum ","CO2",0,100,0,"V3_V4","6-month-old infants","yes",0.5,2.5,1.5,0.075,0,0,0,0,0.5,0,4.5,0,0,0.5,0.61,0.01,0,0.05,0.8,4,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,4.5,0,0.0027,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0.05,2,8.9,0.01,0,4,0.6877,10.4,0,0,9,1,0,0.9,"yes",NA,NA
"374","ERP114897","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERX3351924","ERR3327208","SAMEA5613029","polyferms_Pham_et_al_2019","FFInfant","yes","OK","no(exclude TR2,T3-fermentation2, TR4)","polyferms","2_individual","Switzerland","Europe","no","1","ac",200,"6",NA,NA,180,5,"pH_donor_lactate_LUB","E. limosum + P. avidum ","CO2",0,100,0,"V3_V4","6-month-old infants","yes",0.5,2.5,1.5,0.075,0,0,0,0,0.5,0,4.5,0,0,0.5,0.61,0.01,0,0.05,0.8,4,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,4.5,0,0.0027,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0.05,2,8.9,0.01,0,4,0.6877,10.4,0,0,9,1,0,0.9,"yes",NA,NA
"375","ERP114897","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERX3351923","ERR3327207","SAMEA5613028","polyferms_Pham_et_al_2019","FFInfant","yes","OK","no(exclude TR2,T3-fermentation2, TR4)","polyferms","2_individual","Switzerland","Europe","no","1","ac",200,"6",NA,NA,180,5,"pH_donor_lactate_LUB","E. limosum + P. avidum ","CO2",0,100,0,"V3_V4","6-month-old infants","yes",0.5,2.5,1.5,0.075,0,0,0,0,0.5,0,4.5,0,0,0.5,0.61,0.01,0,0.05,0.8,4,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,4.5,0,0.0027,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0.05,2,8.9,0.01,0,4,0.6877,10.4,0,0,9,1,0,0.9,"yes",NA,NA
"376","ERP114897","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERX3351922","ERR3327206","SAMEA5613027","polyferms_Pham_et_al_2019","FFInfant","yes","OK","no(exclude TR2,T3-fermentation2, TR4)","polyferms","2_individual","Switzerland","Europe","no","1","ac",200,"6",NA,NA,180,5,"pH_donor_lactate_LUB","E. limosum + P. avidum ","CO2",0,100,0,"V3_V4","6-month-old infants","yes",0.5,2.5,1.5,0.075,0,0,0,0,0.5,0,4.5,0,0,0.5,0.61,0.01,0,0.05,0.8,4,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,4.5,0,0.0027,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0.05,2,8.9,0.01,0,4,0.6877,10.4,0,0,9,1,0,0.9,"yes",NA,NA
"377","ERP114897","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERX3351921","ERR3327205","SAMEA5613026","polyferms_Pham_et_al_2019","FFInfant","yes","OK","no(exclude TR2,T3-fermentation2, TR4)","polyferms","2_individual","Switzerland","Europe","no","1","ac",200,"6",NA,NA,180,5,"pH_donor_lactate_LUB","E. limosum + P. avidum ","CO2",0,100,0,"V3_V4","6-month-old infants","yes",0.5,2.5,1.5,0.075,0,0,0,0,0.5,0,4.5,0,0,0.5,0.61,0.01,0,0.05,0.8,4,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,4.5,0,0.0027,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0.05,2,8.9,0.01,0,4,0.6877,10.4,0,0,9,1,0,0.9,"yes",NA,NA
"378","ERP114897","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERX3351920","ERR3327204","SAMEA5613025","polyferms_Pham_et_al_2019","FFInfant","yes","OK","no(exclude TR2,T3-fermentation2, TR4)","polyferms","2_individual","Switzerland","Europe","no","1","ac",200,"6",NA,NA,180,5,"pH_donor_lactate_LUB","E. limosum + P. avidum ","CO2",0,100,0,"V3_V4","6-month-old infants","yes",0.5,2.5,1.5,0.075,0,0,0,0,0.5,0,4.5,0,0,0.5,0.61,0.01,0,0.05,0.8,4,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,4.5,0,0.0027,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0.05,2,8.9,0.01,0,4,0.6877,10.4,0,0,9,1,0,0.9,"yes",NA,NA
"379","ERP114897","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERX3351919","ERR3327203","SAMEA5613024","polyferms_Pham_et_al_2019","FFInfant","yes","OK","no(exclude TR2,T3-fermentation2, TR4)","polyferms","2_individual","Switzerland","Europe","no","1","ac",200,"6",NA,NA,180,5,"pH_donor_lactate_LUB","E. limosum + P. avidum ","CO2",0,100,0,"V3_V4","6-month-old infants","yes",0.5,2.5,1.5,0.075,0,0,0,0,0.5,0,4.5,0,0,0.5,0.61,0.01,0,0.05,0.8,4,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,4.5,0,0.0027,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0.05,2,8.9,0.01,0,4,0.6877,10.4,0,0,9,1,0,0.9,"yes",NA,NA
"380","ERP114897","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERX3351918","ERR3327202","SAMEA5613023","polyferms_Pham_et_al_2019","FFInfant","yes","OK","no(exclude TR2,T3-fermentation2, TR4)","polyferms","2_individual","Switzerland","Europe","no","1","ac",200,"6",NA,NA,180,5,"pH_donor_lactate_LUB","E. limosum + P. avidum ","CO2",0,100,0,"V3_V4","6-month-old infants","yes",0.5,2.5,1.5,0.075,0,0,0,0,0.5,0,4.5,0,0,0.5,0.61,0.01,0,0.05,0.8,4,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,4.5,0,0.0027,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0.05,2,8.9,0.01,0,4,0.6877,10.4,0,0,9,1,0,0.9,"yes",NA,NA
"381","ERP114897","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERX3351917","ERR3327201","SAMEA5613022","polyferms_Pham_et_al_2019","FFInfant","yes","OK","no(exclude TR2,T3-fermentation2, TR4)","polyferms","2_individual","Switzerland","Europe","no","1","ac",200,"6",NA,NA,180,5,"pH_donor_lactate_LUB","E. limosum + P. avidum ","CO2",0,100,0,"V3_V4","6-month-old infants","yes",0.5,2.5,1.5,0.075,0,0,0,0,0.5,0,4.5,0,0,0.5,0.61,0.01,0,0.05,0.8,4,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,4.5,0,0.0027,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0.05,2,8.9,0.01,0,4,0.6877,10.4,0,0,9,1,0,0.9,"yes",NA,NA
"382","ERP114897","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERX3351916","ERR3327200","SAMEA5613021","polyferms_Pham_et_al_2019","FFInfant","yes","OK","no(exclude TR2,T3-fermentation2, TR4)","polyferms","2_individual","Switzerland","Europe","no","1","ac",200,"6",NA,NA,180,5,"pH_donor_lactate_LUB","E. limosum + P. avidum ","CO2",0,100,0,"V3_V4","6-month-old infants","yes",0.5,2.5,1.5,0.075,0,0,0,0,0.5,0,4.5,0,0,0.5,0.61,0.01,0,0.05,0.8,4,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,4.5,0,0.0027,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0.05,2,8.9,0.01,0,4,0.6877,10.4,0,0,9,1,0,0.9,"yes",NA,NA
"383","ERP114897","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERX3351915","ERR3327199","SAMEA5613020","polyferms_Pham_et_al_2019","FFInfant","yes","OK","no(exclude TR2,T3-fermentation2, TR4)","polyferms","2_individual","Switzerland","Europe","no","1","ac",200,"6",NA,NA,180,5,"pH_donor_lactate_LUB","E. limosum + P. avidum ","CO2",0,100,0,"V3_V4","6-month-old infants","yes",0.5,2.5,1.5,0.075,0,0,0,0,0.5,0,4.5,0,0,0.5,0.61,0.01,0,0.05,0.8,4,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,4.5,0,0.0027,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0.05,2,8.9,0.01,0,4,0.6877,10.4,0,0,9,1,0,0.9,"yes",NA,NA
"384","ERP114897","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERX3351914","ERR3327198","SAMEA5613019","polyferms_Pham_et_al_2019","FFInfant","yes","OK","no(exclude TR2,T3-fermentation2, TR4)","polyferms","2_individual","Switzerland","Europe","no","1","ac",200,"6",NA,NA,180,5,"pH_donor_lactate_LUB","E. limosum + P. avidum ","CO2",0,100,0,"V3_V4","6-month-old infants","yes",0.5,2.5,1.5,0.075,0,0,0,0,0.5,0,4.5,0,0,0.5,0.61,0.01,0,0.05,0.8,4,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,4.5,0,0.0027,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0.05,2,8.9,0.01,0,4,0.6877,10.4,0,0,9,1,0,0.9,"yes",NA,NA
"385","ERP114897","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERX3351913","ERR3327197","SAMEA5613018","polyferms_Pham_et_al_2019","FFInfant","yes","OK","no(exclude TR2,T3-fermentation2, TR4)","polyferms","2_individual","Switzerland","Europe","no","1","ac",200,"6",NA,NA,180,5,"pH_donor_lactate_LUB","E. limosum + P. avidum ","CO2",0,100,0,"V3_V4","6-month-old infants","yes",0.5,2.5,1.5,0.075,0,0,0,0,0.5,0,4.5,0,0,0.5,0.61,0.01,0,0.05,0.8,4,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,4.5,0,0.0027,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0.05,2,8.9,0.01,0,4,0.6877,10.4,0,0,9,1,0,0.9,"yes",NA,NA
"386","ERP114897","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERX3351912","ERR3327196","SAMEA5613017","polyferms_Pham_et_al_2019","FFInfant","yes","OK","no(exclude TR2,T3-fermentation2, TR4)","polyferms","2_individual","Switzerland","Europe","no","1","ac",200,"6",NA,NA,180,5,"pH_donor_lactate_LUB","E. limosum + P. avidum ","CO2",0,100,0,"V3_V4","6-month-old infants","yes",0.5,2.5,1.5,0.075,0,0,0,0,0.5,0,4.5,0,0,0.5,0.61,0.01,0,0.05,0.8,4,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,4.5,0,0.0027,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0.05,2,8.9,0.01,0,4,0.6877,10.4,0,0,9,1,0,0.9,"yes",NA,NA
"387","ERP114897","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERX3351911","ERR3327195","SAMEA5613016","polyferms_Pham_et_al_2019","FFInfant","yes","OK","no(exclude TR2,T3-fermentation2, TR4)","polyferms","2_individual","Switzerland","Europe","no","1","ac",200,"6",NA,NA,180,5,"pH_donor_lactate_LUB","E. limosum + P. avidum ","CO2",0,100,0,"V3_V4","6-month-old infants","yes",0.5,2.5,1.5,0.075,0,0,0,0,0.5,0,4.5,0,0,0.5,0.61,0.01,0,0.05,0.8,4,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,4.5,0,0.0027,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0.05,2,8.9,0.01,0,4,0.6877,10.4,0,0,9,1,0,0.9,"no","TR4","external bacteria"
"388","ERP114897","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERX3351910","ERR3327194","SAMEA5613015","polyferms_Pham_et_al_2019","FFInfant","yes","OK","no(exclude TR2,T3-fermentation2, TR4)","polyferms","2_individual","Switzerland","Europe","no","1","ac",200,"6",NA,NA,180,5,"pH_donor_lactate_LUB","E. limosum + P. avidum ","CO2",0,100,0,"V3_V4","6-month-old infants","yes",0.5,2.5,1.5,0.075,0,0,0,0,0.5,0,4.5,0,0,0.5,0.61,0.01,0,0.05,0.8,4,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,4.5,0,0.0027,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0.05,2,8.9,0.01,0,4,0.6877,10.4,0,0,9,1,0,0.9,"no","TR4","external bacteria"
"389","ERP114897","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERX3351909","ERR3327193","SAMEA5613014","polyferms_Pham_et_al_2019","FFInfant","yes","OK","no(exclude TR2,T3-fermentation2, TR4)","polyferms","2_individual","Switzerland","Europe","no","1","ac",200,"6",NA,NA,180,5,"pH_donor_lactate_LUB","E. limosum + P. avidum ","CO2",0,100,0,"V3_V4","6-month-old infants","yes",0.5,2.5,1.5,0.075,0,0,0,0,0.5,0,4.5,0,0,0.5,0.61,0.01,0,0.05,0.8,4,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,4.5,0,0.0027,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0.05,2,8.9,0.01,0,4,0.6877,10.4,0,0,9,1,0,0.9,"no","TR4","external bacteria"
"390","ERP114897","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERX3351908","ERR3327192","SAMEA5613013","polyferms_Pham_et_al_2019","FFInfant","yes","OK","no(exclude TR2,T3-fermentation2, TR4)","polyferms","2_individual","Switzerland","Europe","no","1","ac",200,"6",NA,NA,180,5,"pH_donor_lactate_LUB","E. limosum + P. avidum ","CO2",0,100,0,"V3_V4","6-month-old infants","yes",0.5,2.5,1.5,0.075,0,0,0,0,0.5,0,4.5,0,0,0.5,0.61,0.01,0,0.05,0.8,4,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,4.5,0,0.0027,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0.05,2,8.9,0.01,0,4,0.6877,10.4,0,0,9,1,0,0.9,"yes",NA,NA
"391","ERP114897","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERX3351907","ERR3327191","SAMEA5613012","polyferms_Pham_et_al_2019","FFInfant","yes","OK","no(exclude TR2,T3-fermentation2, TR4)","polyferms","2_individual","Switzerland","Europe","no","1","ac",200,"6",NA,NA,180,5,"pH_donor_lactate_LUB","E. limosum + P. avidum ","CO2",0,100,0,"V3_V4","6-month-old infants","yes",0.5,2.5,1.5,0.075,0,0,0,0,0.5,0,4.5,0,0,0.5,0.61,0.01,0,0.05,0.8,4,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,4.5,0,0.0027,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0.05,2,8.9,0.01,0,4,0.6877,10.4,0,0,9,1,0,0.9,"no","TR4","external bacteria"
